hrtf_type,dataset,name_gui,name_short,url,url_alternative,gdrive_url_high,flip_polarity,ash_version_reference,local_version,subject,attribution,license,comments,name_gui_original,name_short_original,default,id
Human Listener,HUTUBS,pp87,HUTUBS-pp87,https://sofacoustics.org/data/database/hutubs/pp87_HRIRs_measured.sofa,https://drive.google.com/file/d/18np_MuG-BblhmqQatSMhA6r6sfM1EX-7/view?usp=drive_link,,yes,3.1.0,1.0.1,pp87,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,603
Human Listener,HUTUBS,pp88,HUTUBS-pp88,https://sofacoustics.org/data/database/hutubs/pp88_HRIRs_measured.sofa,https://drive.google.com/file/d/1d-yYcq6I3bs-DFyyus_rl1INeMMRjWpx/view?usp=drive_link,,yes,3.1.0,1.0.1,pp88,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,604
Human Listener,HUTUBS,pp89,HUTUBS-pp89,https://sofacoustics.org/data/database/hutubs/pp89_HRIRs_measured.sofa,https://drive.google.com/file/d/1t0eMnge8O3rjTbRpCgva1-PzjPO3l7IU/view?usp=drive_link,,yes,3.1.0,1.0.1,pp89,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,605
Human Listener,HUTUBS,pp8,HUTUBS-pp8,https://sofacoustics.org/data/database/hutubs/pp8_HRIRs_measured.sofa,https://drive.google.com/file/d/1Vrb6LjQqK9W4R4rqTgL4JnIRUSsCKgrr/view?usp=drive_link,,yes,3.1.0,1.0.1,pp8,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,606
Human Listener,HUTUBS,pp90,HUTUBS-pp90,https://sofacoustics.org/data/database/hutubs/pp90_HRIRs_measured.sofa,https://drive.google.com/file/d/1eFVVKXNqW83vZaUXL6Tg4UXTTUzi5-wE/view?usp=drive_link,,yes,3.1.0,1.0.1,pp90,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,607
Human Listener,HUTUBS,pp91,HUTUBS-pp91,https://sofacoustics.org/data/database/hutubs/pp91_HRIRs_measured.sofa,https://drive.google.com/file/d/1LyxhjUK5gkY_DXu2ZaKQ-kzLFupk6Vm5/view?usp=drive_link,,yes,3.1.0,1.0.1,pp91,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,608
Human Listener,HUTUBS,pp92,HUTUBS-pp92,https://sofacoustics.org/data/database/hutubs/pp92_HRIRs_measured.sofa,https://drive.google.com/file/d/1_QQJtKVySkJb9udIou4ij_N6aojLC7R3/view?usp=drive_link,,yes,3.1.0,1.0.1,pp92,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,609
Human Listener,HUTUBS,pp93,HUTUBS-pp93,https://sofacoustics.org/data/database/hutubs/pp93_HRIRs_measured.sofa,https://drive.google.com/file/d/1qmQj17PUQZ7rpn8tB7R15uwiw6_c_cPM/view?usp=drive_link,,yes,3.1.0,1.0.1,pp93,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,610
Human Listener,HUTUBS,pp94,HUTUBS-pp94,https://sofacoustics.org/data/database/hutubs/pp94_HRIRs_measured.sofa,https://drive.google.com/file/d/1p2bDd5thkSjnpshl8inS1ApZq_pyL23v/view?usp=drive_link,,yes,3.1.0,1.0.1,pp94,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,611
Human Listener,HUTUBS,pp95,HUTUBS-pp95,https://sofacoustics.org/data/database/hutubs/pp95_HRIRs_measured.sofa,https://drive.google.com/file/d/1ZW6A8CaHuvOiqlhs6PqrqRLrP1v1EszC/view?usp=drive_link,,yes,3.1.0,1.0.1,pp95,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,612
Human Listener,HUTUBS,pp96,HUTUBS-pp96,https://sofacoustics.org/data/database/hutubs/pp96_HRIRs_measured.sofa,https://drive.google.com/file/d/1GvSAeoMjkes6pbKElFJMhD9mY4fKvLIA/view?usp=drive_link,,yes,3.1.0,1.0.1,pp96,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,613
Human Listener,HUTUBS,pp9,HUTUBS-pp9,https://sofacoustics.org/data/database/hutubs/pp9_HRIRs_measured.sofa,https://drive.google.com/file/d/1FCi6TLDtpKDNkrJj6DpThyU0R9Y1Mb2K/view?usp=drive_link,,yes,3.1.0,1.0.1,pp9,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,614
Human Listener,Listen,IRC_1002,Listen-1002,https://sofacoustics.org/data/database/listen (dtf)/IRC_1002_C_44100.sofa,https://drive.google.com/file/d/1RVqTmb8BPvmBS2ZffAl6u9yJOai-OAlP/view?usp=drive_link,,yes,3.1.0,1.0.1,1002,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,615
Human Listener,Listen,IRC_1003,Listen-1003,https://sofacoustics.org/data/database/listen (dtf)/IRC_1003_C_44100.sofa,https://drive.google.com/file/d/1dXBrJtgx3cfOjSmhZD40uUai-Ja3j2dQ/view?usp=drive_link,,yes,3.1.0,1.0.1,1003,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,616
Human Listener,Listen,IRC_1004,Listen-1004,https://sofacoustics.org/data/database/listen (dtf)/IRC_1004_C_44100.sofa,https://drive.google.com/file/d/1i1KrXlp1nhtwPRqG5Kl5stwta3u-NSsl/view?usp=drive_link,,yes,3.1.0,1.0.1,1004,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,617
Human Listener,Listen,IRC_1005,Listen-1005,https://sofacoustics.org/data/database/listen (dtf)/IRC_1005_C_44100.sofa,https://drive.google.com/file/d/18mAThZMvXIsSgx5ZknZRe9RZge9bLFQO/view?usp=drive_link,,yes,3.1.0,1.0.1,1005,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,618
Human Listener,Listen,IRC_1006,Listen-1006,https://sofacoustics.org/data/database/listen (dtf)/IRC_1006_C_44100.sofa,https://drive.google.com/file/d/1HXcgaPr_aGkWkphZ_Xe5gJeL2-gPFYe6/view?usp=drive_link,,yes,3.1.0,1.0.1,1006,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,619
Human Listener,Listen,IRC_1007,Listen-1007,https://sofacoustics.org/data/database/listen (dtf)/IRC_1007_C_44100.sofa,https://drive.google.com/file/d/1fV8sGxTZqDzgvrb3Vt6D00QqizY22QvX/view?usp=drive_link,,yes,3.1.0,1.0.1,1007,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,620
Human Listener,Listen,IRC_1008,Listen-1008,https://sofacoustics.org/data/database/listen (dtf)/IRC_1008_C_44100.sofa,https://drive.google.com/file/d/1e4RYv18J0Wj1qsi6lO0pK-1Ilyu6nR4U/view?usp=drive_link,,yes,3.1.0,1.0.1,1008,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,621
Human Listener,Listen,IRC_1009,Listen-1009,https://sofacoustics.org/data/database/listen (dtf)/IRC_1009_C_44100.sofa,https://drive.google.com/file/d/1sJ_Af2h-vGXSJKa6zLdefjpf0OtpscSq/view?usp=drive_link,,yes,3.1.0,1.0.1,1009,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,622
Human Listener,Listen,IRC_1012,Listen-1012,https://sofacoustics.org/data/database/listen (dtf)/IRC_1012_C_44100.sofa,https://drive.google.com/file/d/1NhPntTmwii3R2DI6eoEZxrerKt9jTXz1/view?usp=drive_link,,yes,3.1.0,1.0.1,1012,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,623
Human Listener,Listen,IRC_1013,Listen-1013,https://sofacoustics.org/data/database/listen (dtf)/IRC_1013_C_44100.sofa,https://drive.google.com/file/d/1pvGzOVyBwAXfG7nAKUFFRtWtArxr4-VO/view?usp=drive_link,,yes,3.1.0,1.0.1,1013,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,624
Human Listener,Listen,IRC_1014,Listen-1014,https://sofacoustics.org/data/database/listen (dtf)/IRC_1014_C_44100.sofa,https://drive.google.com/file/d/1awu4mzOM5zyClagGS1GhIli0Y7ZHP_xp/view?usp=drive_link,,yes,3.1.0,1.0.1,1014,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,625
Human Listener,Listen,IRC_1015,Listen-1015,https://sofacoustics.org/data/database/listen (dtf)/IRC_1015_C_44100.sofa,https://drive.google.com/file/d/1v-YR4_iuqc6zYvSyiNFG2TYwtL4RjpcP/view?usp=drive_link,,yes,3.1.0,1.0.1,1015,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,626
Human Listener,Listen,IRC_1016,Listen-1016,https://sofacoustics.org/data/database/listen (dtf)/IRC_1016_C_44100.sofa,https://drive.google.com/file/d/1Dt5mfhrAjk9Yd1kK17C6X84B6z7KT8_j/view?usp=drive_link,,yes,3.1.0,1.0.1,1016,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,627
Human Listener,Listen,IRC_1017,Listen-1017,https://sofacoustics.org/data/database/listen (dtf)/IRC_1017_C_44100.sofa,https://drive.google.com/file/d/1BtuiH5YpSd_IZUId2UTBBVceJghQP7cl/view?usp=drive_link,,yes,3.1.0,1.0.1,1017,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,628
